text,book,line,meter,first_hemistich,second_hemistich
iliad,10,1,SDDSDA,ἄλλοι μὲν παρὰ νηυσὶν ,ἀριστῆες παναχαιῶν
iliad,10,2,SDDSDA,εὗδον παννύχιοι ,μαλακῷ δεδμημένοι ὕπνῳ
iliad,10,3,SDDDDA,ἀλλ οὐκ ἀτρεΐδην ,ἀγαμέμνονα ποιμένα λαῶν
iliad,10,4,DDSDSA,ὕπνος ἔχε γλυκερὸς ,πολλὰ φρεσὶν ὁρμαίνοντα
iliad,10,5,DSDSDA,ὡς δ ὅτ ἂν ἀστράπτῃ ,πόσις ἥρης ἠϋκόμοιο
iliad,10,6,SDDDDA,τεύχων ἢ πολὺν ὄμβρον ,ἀθέσφατον ἠὲ χάλαζαν
iliad,10,7,DDDDDA,ἢ νιφετόν ὅτε πέρ ,τε χιὼν ἐπάλυνεν ἀρούρας
iliad,10,8,DDDDDA,ἠέ ποθι πτολέμοιο ,μέγα στόμα πευκεδανοῖο
iliad,10,9,DSDDDA,ὣς πυκίν ἐν στήθεσσιν ,ἀνεστενάχιζ ἀγαμέμνων
iliad,10,10,DDDDDA,νειόθεν ἐκ κραδίης ,τρομέοντο δέ οἱ φρένες ἐντός
iliad,10,11,DDSDSA,ἤτοι ὅτ ἐς πεδίον ,τὸ τρωϊκὸν ἀθρήσειε
iliad,10,12,SDDDDA,θαύμαζεν πυρὰ πολλὰ ,τὰ καίετο ἰλιόθι πρὸ
iliad,10,13,SSDDSA,αὐλῶν συρίγγων ,τ ἐνοπὴν ὅμαδόν τ ἀνθρώπων
iliad,10,14,DSDSDA,αὐτὰρ ὅτ ἐς νῆάς ,τε ἴδοι καὶ λαὸν ἀχαιῶν
iliad,10,15,SDDSDA,πολλὰς ἐκ κεφαλῆς ,προθελύμνους ἕλκετο χαίτας
iliad,10,16,DDDDDA,ὑψόθ ἐόντι διί ,μέγα δ ἔστενε κυδάλιμον κῆρ
iliad,10,17,DDDSDA,ἥδε δέ οἱ κατὰ θυμὸν ,ἀρίστη φαίνετο βουλὴ
iliad,10,18,DSSDDA,νέστορ ἔπι πρῶτον ,νηλήϊον ἐλθέμεν ἀνδρῶν
iliad,10,19,DSDDSA,εἴ τινά οἱ σὺν μῆτιν ,ἀμύμονα τεκτήναιτο
iliad,10,20,DDSDDA,ἥ τις ἀλεξίκακος ,πᾶσιν δαναοῖσι γένοιτο
iliad,10,21,SSDSDA,ὀρθωθεὶς δ ἔνδυνε ,περὶ στήθεσσι χιτῶνα
iliad,10,22,DDDDDA,ποσσὶ δ ὑπὸ λιπαροῖσιν ,ἐδήσατο καλὰ πέδιλα
iliad,10,23,DDDDDA,ἀμφὶ δ ἔπειτα δαφοινὸν ,ἑέσσατο δέρμα λέοντος
iliad,10,24,SDDDDA,αἴθωνος μεγάλοιο ,ποδηνεκές εἵλετο δ ἔγχος
iliad,10,25,SDDDDA,ὣς δ αὔτως μενέλαον ,ἔχε τρόμος οὐδὲ γὰρ αὐτῷ
iliad,10,26,DDDDDA,ὕπνος ἐπὶ βλεφάροισιν ,ἐφίζανε μή τι πάθοιεν
iliad,10,27,SSDDDA,ἀργεῖοι τοὶ δὴ ,ἕθεν εἵνεκα πουλὺν ἐφ ὑγρὴν
iliad,10,28,DSDDSA,ἤλυθον ἐς τροίην ,πόλεμον θρασὺν ὁρμαίνοντες
iliad,10,29,DSDDDA,παρδαλέῃ μὲν πρῶτα ,μετάφρενον εὐρὺ κάλυψε
iliad,10,30,DDDDDA,ποικίλῃ αὐτὰρ ἐπὶ ,στεφάνην κεφαλῆφιν ἀείρας
iliad,10,31,DSDDDA,θήκατο χαλκείην ,δόρυ δ εἵλετο χειρὶ παχείῃ
iliad,10,32,DSDDDA,βῆ δ ἴμεν ἀνστήσων ,ὃν ἀδελφεόν ὃς μέγα πάντων
iliad,10,33,SSDSDA,ἀργείων ἤνασσε ,θεὸς δ ὣς τίετο δήμῳ
iliad,10,34,SSDDDA,τὸν δ εὗρ ἀμφ ὤμοισι ,τιθήμενον ἔντεα καλὰ
iliad,10,35,DSSDDA,νηῒ πάρα πρύμνῃ ,τῷ δ ἀσπάσιος γένετ ἐλθών
iliad,10,36,DDDDDA,τὸν πρότερος προσέειπε ,βοὴν ἀγαθὸς μενέλαος
iliad,10,37,SSDDDA,‘τίφθ οὕτως ἠθεῖε ,κορύσσεαι ἦ τιν ἑταίρων
iliad,10,38,DSDDDA,ὀτρυνέεις τρώεσσιν ,ἐπίσκοπον ἀλλὰ μάλ αἰνῶς
iliad,10,39,SSDSDA,δείδω μὴ οὔ τίς ,τοι ὑπόσχηται τόδε ἔργον
iliad,10,40,SDDDDA,ἄνδρας δυσμενέας ,σκοπιαζέμεν οἶος ἐπελθὼν
iliad,10,41,DDDDDA,νύκτα δι ἀμβροσίην ,μάλα τις θρασυκάρδιος ἔσται
iliad,10,42,DDDSDA,τὸν δ ἀπαμειβόμενος ,προσέφη κρείων ἀγαμέμνων
iliad,10,43,SDDDDA,‘χρεὼ βουλῆς ἐμὲ καὶ ,σὲ διοτρεφὲς ὦ μενέλαε
iliad,10,44,DSDDDA,κερδαλέης ἥ τίς ,κεν ἐρύσσεται ἠδὲ σαώσει
iliad,10,45,SSDDDA,ἀργείους καὶ νῆας ,ἐπεὶ διὸς ἐτράπετο φρήν
iliad,10,46,DDDDDA,ἑκτορέοις ἄρα μᾶλλον ,ἐπὶ φρένα θῆχ ἱεροῖσιν
iliad,10,47,SDSDSA,οὐ γάρ πω ἰδόμην ,οὐδ ἔκλυον αὐδήσαντος
iliad,10,48,DDDDSA,ἄνδρ ἕνα τοσσάδε μέρμερ ,ἐπ ἤματι μητίσασθαι
iliad,10,49,SSDDDA,ὅσσ ἕκτωρ ἔρρεξε ,διῒ φίλος υἷας ἀχαιῶν
iliad,10,50,SDSDDA,αὔτως οὔτε θεᾶς ,υἱὸς φίλος οὔτε θεοῖο
iliad,10,51,DDDDSA,ἔργα δ ἔρεξ ὅσα φημὶ ,μελησέμεν ἀργείοισι
